temperature-(celsius),year,month,country,ISO3
-0.9265,1978,Apr,Sweden,SWE
6.44084,1978,May,Sweden,SWE
12.0063,1978,Jun,Sweden,SWE
13.2,1978,Jul,Sweden,SWE
11.6247,1978,Aug,Sweden,SWE
6.53556,1978,Sep,Sweden,SWE
2.21791,1978,Oct,Sweden,SWE
-2.2327,1978,Nov,Sweden,SWE
-14.361,1978,Dec,Sweden,SWE
-14.286,1979,Jan,Sweden,SWE
-11.396,1979,Feb,Sweden,SWE
-4.4339,1979,Mar,Sweden,SWE
-0.3625,1979,Apr,Sweden,SWE
6.03995,1979,May,Sweden,SWE
12.6854,1979,Jun,Sweden,SWE
13.064,1979,Jul,Sweden,SWE
12.1794,1979,Aug,Sweden,SWE
7.35747,1979,Sep,Sweden,SWE
0.72219,1979,Oct,Sweden,SWE
-3.5388,1979,Nov,Sweden,SWE
-7.8189,1979,Dec,Sweden,SWE
-12.203,1980,Jan,Sweden,SWE
-12.296,1980,Feb,Sweden,SWE
-7.3281,1980,Mar,Sweden,SWE
1.44214,1980,Apr,Sweden,SWE
6.12575,1980,May,Sweden,SWE
13.5028,1980,Jun,Sweden,SWE
14.7348,1980,Jul,Sweden,SWE
12.4501,1980,Aug,Sweden,SWE
8.76933,1980,Sep,Sweden,SWE
0.85159,1980,Oct,Sweden,SWE
-7.0349,1980,Nov,Sweden,SWE
-9.0463,1980,Dec,Sweden,SWE
-9.3482,1981,Jan,Sweden,SWE
-9.3704,1981,Feb,Sweden,SWE
-8.2491,1981,Mar,Sweden,SWE
0.23496,1981,Apr,Sweden,SWE
7.91016,1981,May,Sweden,SWE
9.59289,1981,Jun,Sweden,SWE
13.2899,1981,Jul,Sweden,SWE
11.4896,1981,Aug,Sweden,SWE
8.08053,1981,Sep,Sweden,SWE
2.13031,1981,Oct,Sweden,SWE
-4.6818,1981,Nov,Sweden,SWE
-14.052,1981,Dec,Sweden,SWE
-13.147,1982,Jan,Sweden,SWE
-7.073,1982,Feb,Sweden,SWE
-2.6235,1982,Mar,Sweden,SWE
0.79064,1982,Apr,Sweden,SWE
5.87068,1982,May,Sweden,SWE
9.32045,1982,Jun,Sweden,SWE
14.1895,1982,Jul,Sweden,SWE
12.7988,1982,Aug,Sweden,SWE
7.78037,1982,Sep,Sweden,SWE
2.89439,1982,Oct,Sweden,SWE
-1.8135,1982,Nov,Sweden,SWE
-5.8874,1982,Dec,Sweden,SWE
-6.1929,1983,Jan,Sweden,SWE
-8.2237,1983,Feb,Sweden,SWE
-4.3392,1983,Mar,Sweden,SWE
1.24871,1983,Apr,Sweden,SWE
7.47564,1983,May,Sweden,SWE
10.8326,1983,Jun,Sweden,SWE
14.0806,1983,Jul,Sweden,SWE
11.9549,1983,Aug,Sweden,SWE
8.49586,1983,Sep,Sweden,SWE
2.7474,1983,Oct,Sweden,SWE
-5.1613,1983,Nov,Sweden,SWE
-7.733,1983,Dec,Sweden,SWE
-11.274,1984,Jan,Sweden,SWE
-5.8396,1984,Feb,Sweden,SWE
-6.5587,1984,Mar,Sweden,SWE
1.65782,1984,Apr,Sweden,SWE
8.91541,1984,May,Sweden,SWE
11.3756,1984,Jun,Sweden,SWE
12.8294,1984,Jul,Sweden,SWE
12.3784,1984,Aug,Sweden,SWE
6.82239,1984,Sep,Sweden,SWE
3.61046,1984,Oct,Sweden,SWE
-3.2717,1984,Nov,Sweden,SWE
-4.6274,1984,Dec,Sweden,SWE
-15.065,1985,Jan,Sweden,SWE
-17.078,1985,Feb,Sweden,SWE
-5.2846,1985,Mar,Sweden,SWE
-1.7048,1985,Apr,Sweden,SWE
5.63886,1985,May,Sweden,SWE
11.2593,1985,Jun,Sweden,SWE
13.7071,1985,Jul,Sweden,SWE
12.3641,1985,Aug,Sweden,SWE
6.78382,1985,Sep,Sweden,SWE
3.98374,1985,Oct,Sweden,SWE
-5.8645,1985,Nov,Sweden,SWE
-12.626,1985,Dec,Sweden,SWE
-13.789,1986,Jan,Sweden,SWE
-11.441,1986,Feb,Sweden,SWE
-2.7992,1986,Mar,Sweden,SWE
-1.2093,1986,Apr,Sweden,SWE
7.64292,1986,May,Sweden,SWE
13.3166,1986,Jun,Sweden,SWE
13.4197,1986,Jul,Sweden,SWE
10.2535,1986,Aug,Sweden,SWE
5.25244,1986,Sep,Sweden,SWE
3.41049,1986,Oct,Sweden,SWE
-0.8555,1986,Nov,Sweden,SWE
-10.01,1986,Dec,Sweden,SWE
-16.92,1987,Jan,Sweden,SWE
-10.087,1987,Feb,Sweden,SWE
-8.4596,1987,Mar,Sweden,SWE
0.47016,1987,Apr,Sweden,SWE
5.0785,1987,May,Sweden,SWE
9.74102,1987,Jun,Sweden,SWE
12.5865,1987,Jul,Sweden,SWE
9.82709,1987,Aug,Sweden,SWE
6.94458,1987,Sep,Sweden,SWE
5.16364,1987,Oct,Sweden,SWE
-3.2737,1987,Nov,Sweden,SWE
-7.5041,1987,Dec,Sweden,SWE
-6.5685,1988,Jan,Sweden,SWE
-7.6601,1988,Feb,Sweden,SWE
-6.291,1988,Mar,Sweden,SWE
-1.0932,1988,Apr,Sweden,SWE
7.48702,1988,May,Sweden,SWE
13.1489,1988,Jun,Sweden,SWE
15.2704,1988,Jul,Sweden,SWE
12.0467,1988,Aug,Sweden,SWE
8.97495,1988,Sep,Sweden,SWE
1.97983,1988,Oct,Sweden,SWE
-5.4851,1988,Nov,Sweden,SWE
-7.8527,1988,Dec,Sweden,SWE
-3.1287,1989,Jan,Sweden,SWE
-3.3747,1989,Feb,Sweden,SWE
-1.4273,1989,Mar,Sweden,SWE
1.73427,1989,Apr,Sweden,SWE
7.37658,1989,May,Sweden,SWE
12.0716,1989,Jun,Sweden,SWE
13.4536,1989,Jul,Sweden,SWE
12.169,1989,Aug,Sweden,SWE
8.6011,1989,Sep,Sweden,SWE
2.57014,1989,Oct,Sweden,SWE
-1.861,1989,Nov,Sweden,SWE
-8.0961,1989,Dec,Sweden,SWE
-7.5273,1990,Jan,Sweden,SWE
-1.1898,1990,Feb,Sweden,SWE
-1.2863,1990,Mar,Sweden,SWE
2.22674,1990,Apr,Sweden,SWE
7.3661,1990,May,Sweden,SWE
12.119,1990,Jun,Sweden,SWE
13.4501,1990,Jul,Sweden,SWE
13.1322,1990,Aug,Sweden,SWE
7.30329,1990,Sep,Sweden,SWE
3.48117,1990,Oct,Sweden,SWE
-4.2403,1990,Nov,Sweden,SWE
-4.1411,1990,Dec,Sweden,SWE
-6.1249,1991,Jan,Sweden,SWE
-10.528,1991,Feb,Sweden,SWE
-3.3184,1991,Mar,Sweden,SWE
1.44971,1991,Apr,Sweden,SWE
5.12208,1991,May,Sweden,SWE
9.66628,1991,Jun,Sweden,SWE
14.7212,1991,Jul,Sweden,SWE
13.6176,1991,Aug,Sweden,SWE
7.15111,1991,Sep,Sweden,SWE
2.76097,1991,Oct,Sweden,SWE
-2.0358,1991,Nov,Sweden,SWE
-3.7267,1991,Dec,Sweden,SWE
-4.3689,1992,Jan,Sweden,SWE
-3.9952,1992,Feb,Sweden,SWE
-1.4821,1992,Mar,Sweden,SWE
-0.9634,1992,Apr,Sweden,SWE
8.57368,1992,May,Sweden,SWE
13.8256,1992,Jun,Sweden,SWE
12.9491,1992,Jul,Sweden,SWE
11.4387,1992,Aug,Sweden,SWE
8.34144,1992,Sep,Sweden,SWE
-1.8297,1992,Oct,Sweden,SWE
-4.4694,1992,Nov,Sweden,SWE
-3.8075,1992,Dec,Sweden,SWE
-6.0421,1993,Jan,Sweden,SWE
-5.2819,1993,Feb,Sweden,SWE
-3.2283,1993,Mar,Sweden,SWE
1.17548,1993,Apr,Sweden,SWE
8.18048,1993,May,Sweden,SWE
9.38112,1993,Jun,Sweden,SWE
13.2293,1993,Jul,Sweden,SWE
10.9921,1993,Aug,Sweden,SWE
5.6331,1993,Sep,Sweden,SWE
0.83641,1993,Oct,Sweden,SWE
-4.1986,1993,Nov,Sweden,SWE
-8.1055,1993,Dec,Sweden,SWE
-10.661,1994,Jan,Sweden,SWE
-12.821,1994,Feb,Sweden,SWE
-4.6115,1994,Mar,Sweden,SWE
2.21106,1994,Apr,Sweden,SWE
5.74836,1994,May,Sweden,SWE
10.1479,1994,Jun,Sweden,SWE
15.9955,1994,Jul,Sweden,SWE
13.2346,1994,Aug,Sweden,SWE
7.47303,1994,Sep,Sweden,SWE
1.7321,1994,Oct,Sweden,SWE
-3.174,1994,Nov,Sweden,SWE
-3.6257,1994,Dec,Sweden,SWE
-7.4558,1995,Jan,Sweden,SWE
-4.8861,1995,Feb,Sweden,SWE
-2.6024,1995,Mar,Sweden,SWE
-0.1262,1995,Apr,Sweden,SWE
5.3011,1995,May,Sweden,SWE
11.7979,1995,Jun,Sweden,SWE
12.9997,1995,Jul,Sweden,SWE
12.7739,1995,Aug,Sweden,SWE
7.85703,1995,Sep,Sweden,SWE
4.27226,1995,Oct,Sweden,SWE
-5.2608,1995,Nov,Sweden,SWE
-10.445,1995,Dec,Sweden,SWE
-8.0826,1996,Jan,Sweden,SWE
-11.491,1996,Feb,Sweden,SWE
-4.9037,1996,Mar,Sweden,SWE
0.86801,1996,Apr,Sweden,SWE
4.63846,1996,May,Sweden,SWE
10.8654,1996,Jun,Sweden,SWE
12.5711,1996,Jul,Sweden,SWE
14.8466,1996,Aug,Sweden,SWE
7.09998,1996,Sep,Sweden,SWE
3.91281,1996,Oct,Sweden,SWE
-4.5051,1996,Nov,Sweden,SWE
-9.0559,1996,Dec,Sweden,SWE
-6.8836,1997,Jan,Sweden,SWE
-6.2381,1997,Feb,Sweden,SWE
-2.9392,1997,Mar,Sweden,SWE
-1.0731,1997,Apr,Sweden,SWE
5.16077,1997,May,Sweden,SWE
12.761,1997,Jun,Sweden,SWE
15.9962,1997,Jul,Sweden,SWE
15.1309,1997,Aug,Sweden,SWE
9.1902,1997,Sep,Sweden,SWE
1.15873,1997,Oct,Sweden,SWE
-4.0421,1997,Nov,Sweden,SWE
-6.2591,1997,Dec,Sweden,SWE
-6.4121,1998,Jan,Sweden,SWE
-6.4332,1998,Feb,Sweden,SWE
-5.1941,1998,Mar,Sweden,SWE
-0.4931,1998,Apr,Sweden,SWE
6.50267,1998,May,Sweden,SWE
10.5781,1998,Jun,Sweden,SWE
13.5392,1998,Jul,Sweden,SWE
11.2968,1998,Aug,Sweden,SWE
8.738,1998,Sep,Sweden,SWE
2.48102,1998,Oct,Sweden,SWE
-6.1213,1998,Nov,Sweden,SWE
-6.8417,1998,Dec,Sweden,SWE
-9.5527,1999,Jan,Sweden,SWE
-8.4698,1999,Feb,Sweden,SWE
-3.8368,1999,Mar,Sweden,SWE
2.22107,1999,Apr,Sweden,SWE
5.63715,1999,May,Sweden,SWE
12.5032,1999,Jun,Sweden,SWE
14.2857,1999,Jul,Sweden,SWE
11.58,1999,Aug,Sweden,SWE
10.5923,1999,Sep,Sweden,SWE
3.39405,1999,Oct,Sweden,SWE
0.22771,1999,Nov,Sweden,SWE
-8.9592,1999,Dec,Sweden,SWE
-5.9889,2000,Jan,Sweden,SWE
-5.6501,2000,Feb,Sweden,SWE
-3.5312,2000,Mar,Sweden,SWE
1.90221,2000,Apr,Sweden,SWE
8.08266,2000,May,Sweden,SWE
10.7373,2000,Jun,Sweden,SWE
13.3442,2000,Jul,Sweden,SWE
12.1427,2000,Aug,Sweden,SWE
8.09578,2000,Sep,Sweden,SWE
5.92112,2000,Oct,Sweden,SWE
0.66687,2000,Nov,Sweden,SWE
-5.1919,2000,Dec,Sweden,SWE
-6.2475,2001,Jan,Sweden,SWE
-10.177,2001,Feb,Sweden,SWE
-6.9914,2001,Mar,Sweden,SWE
0.89693,2001,Apr,Sweden,SWE
6.41604,2001,May,Sweden,SWE
11.7536,2001,Jun,Sweden,SWE
14.6715,2001,Jul,Sweden,SWE
12.7247,2001,Aug,Sweden,SWE
8.74906,2001,Sep,Sweden,SWE
4.46883,2001,Oct,Sweden,SWE
-3.2543,2001,Nov,Sweden,SWE
-8.6911,2001,Dec,Sweden,SWE
-8.1517,2002,Jan,Sweden,SWE
-4.9185,2002,Feb,Sweden,SWE
-3.2538,2002,Mar,Sweden,SWE
2.82877,2002,Apr,Sweden,SWE
8.84255,2002,May,Sweden,SWE
13.9805,2002,Jun,Sweden,SWE
15.4166,2002,Jul,Sweden,SWE
15.5771,2002,Aug,Sweden,SWE
8.58399,2002,Sep,Sweden,SWE
-0.4126,2002,Oct,Sweden,SWE
-6.5819,2002,Nov,Sweden,SWE
-10.497,2002,Dec,Sweden,SWE
-12.014,2003,Jan,Sweden,SWE
-7.0596,2003,Feb,Sweden,SWE
-1.9608,2003,Mar,Sweden,SWE
0.81071,2003,Apr,Sweden,SWE
7.24585,2003,May,Sweden,SWE
12.0475,2003,Jun,Sweden,SWE
16.7854,2003,Jul,Sweden,SWE
13.3668,2003,Aug,Sweden,SWE
8.60455,2003,Sep,Sweden,SWE
1.12014,2003,Oct,Sweden,SWE
-2.1606,2003,Nov,Sweden,SWE
-5.8714,2003,Dec,Sweden,SWE
-10.085,2004,Jan,Sweden,SWE
-7.1633,2004,Feb,Sweden,SWE
-3.1592,2004,Mar,Sweden,SWE
2.7444,2004,Apr,Sweden,SWE
7.2757,2004,May,Sweden,SWE
10.8306,2004,Jun,Sweden,SWE
13.8337,2004,Jul,Sweden,SWE
13.8392,2004,Aug,Sweden,SWE
8.98031,2004,Sep,Sweden,SWE
2.99453,2004,Oct,Sweden,SWE
-4.1149,2004,Nov,Sweden,SWE
-4.59,2004,Dec,Sweden,SWE
-5.4085,2005,Jan,Sweden,SWE
-7.3615,2005,Feb,Sweden,SWE
-6.235,2005,Mar,Sweden,SWE
2.25858,2005,Apr,Sweden,SWE
6.10239,2005,May,Sweden,SWE
11.683,2005,Jun,Sweden,SWE
15.6143,2005,Jul,Sweden,SWE
12.92,2005,Aug,Sweden,SWE
9.08616,2005,Sep,Sweden,SWE
4.40023,2005,Oct,Sweden,SWE
-0.7583,2005,Nov,Sweden,SWE
-7.1131,2005,Dec,Sweden,SWE
-7.8376,2006,Jan,Sweden,SWE
-8.5802,2006,Feb,Sweden,SWE
-8.4929,2006,Mar,Sweden,SWE
1.47492,2006,Apr,Sweden,SWE
7.56082,2006,May,Sweden,SWE
12.5153,2006,Jun,Sweden,SWE
15.5365,2006,Jul,Sweden,SWE
15.1779,2006,Aug,Sweden,SWE
10.3805,2006,Sep,Sweden,SWE
3.54022,2006,Oct,Sweden,SWE
-1.3539,2006,Nov,Sweden,SWE
-1.868,2006,Dec,Sweden,SWE
-7.4227,2007,Jan,Sweden,SWE
-10.37,2007,Feb,Sweden,SWE
-0.8245,2007,Mar,Sweden,SWE
2.52545,2007,Apr,Sweden,SWE
7.02146,2007,May,Sweden,SWE
12.8835,2007,Jun,Sweden,SWE
14.1963,2007,Jul,Sweden,SWE
13.2637,2007,Aug,Sweden,SWE
7.61863,2007,Sep,Sweden,SWE
3.88193,2007,Oct,Sweden,SWE
-3.1963,2007,Nov,Sweden,SWE
-3.6746,2007,Dec,Sweden,SWE
-5.0322,2008,Jan,Sweden,SWE
-3.7811,2008,Feb,Sweden,SWE
-4.297,2008,Mar,Sweden,SWE
1.8943,2008,Apr,Sweden,SWE
7.26367,2008,May,Sweden,SWE
12.0532,2008,Jun,Sweden,SWE
14.6574,2008,Jul,Sweden,SWE
11.948,2008,Aug,Sweden,SWE
7.63396,2008,Sep,Sweden,SWE
3.61461,2008,Oct,Sweden,SWE
-2.7299,2008,Nov,Sweden,SWE
-5.0004,2008,Dec,Sweden,SWE
-7.3619,2009,Jan,Sweden,SWE
-9.7023,2009,Feb,Sweden,SWE
-3.6938,2009,Mar,Sweden,SWE
2.59443,2009,Apr,Sweden,SWE
8.17292,2009,May,Sweden,SWE
11.189,2009,Jun,Sweden,SWE
14.3437,2009,Jul,Sweden,SWE
13.7196,2009,Aug,Sweden,SWE
9.50539,2009,Sep,Sweden,SWE
0.83952,2009,Oct,Sweden,SWE
-0.645,2009,Nov,Sweden,SWE
-8.7284,2009,Dec,Sweden,SWE
-12.891,2010,Jan,Sweden,SWE
-12.448,2010,Feb,Sweden,SWE
-5.6353,2010,Mar,Sweden,SWE
1.62953,2010,Apr,Sweden,SWE
7.01886,2010,May,Sweden,SWE
10.8113,2010,Jun,Sweden,SWE
15.6146,2010,Jul,Sweden,SWE
12.7902,2010,Aug,Sweden,SWE
8.14709,2010,Sep,Sweden,SWE
2.77329,2010,Oct,Sweden,SWE
-7.2141,2010,Nov,Sweden,SWE
-13.006,2010,Dec,Sweden,SWE
-8.9058,2011,Jan,Sweden,SWE
-11.005,2011,Feb,Sweden,SWE
-3.7945,2011,Mar,Sweden,SWE
3.7651,2011,Apr,Sweden,SWE
7.47777,2011,May,Sweden,SWE
13.5425,2011,Jun,Sweden,SWE
15.2851,2011,Jul,Sweden,SWE
13.2023,2011,Aug,Sweden,SWE
9.98481,2011,Sep,Sweden,SWE
4.31814,2011,Oct,Sweden,SWE
0.73031,2011,Nov,Sweden,SWE
-3.5777,2011,Dec,Sweden,SWE
-8.3688,2012,Jan,Sweden,SWE
-9.0229,2012,Feb,Sweden,SWE
-0.8492,2012,Mar,Sweden,SWE
0.24438,2012,Apr,Sweden,SWE
6.76503,2012,May,Sweden,SWE
10.4387,2012,Jun,Sweden,SWE
13.5902,2012,Jul,Sweden,SWE
12.3989,2012,Aug,Sweden,SWE
7.94312,2012,Sep,Sweden,SWE
1.87115,2012,Oct,Sweden,SWE
-1.2795,2012,Nov,Sweden,SWE
-10.827,2012,Dec,Sweden,SWE
-9.2304,2013,Jan,Sweden,SWE
-7.4992,2013,Feb,Sweden,SWE
-7.9322,2013,Mar,Sweden,SWE
0.40987,2013,Apr,Sweden,SWE
9.62597,2013,May,Sweden,SWE
13.0305,2013,Jun,Sweden,SWE
14.2996,2013,Jul,Sweden,SWE
13.347,2013,Aug,Sweden,SWE
9.27898,2013,Sep,Sweden,SWE
3.5041,2013,Oct,Sweden,SWE
-1.9118,2013,Nov,Sweden,SWE
-3.4826,2013,Dec,Sweden,SWE
-9.6447,2014,Jan,Sweden,SWE
-2.9749,2014,Feb,Sweden,SWE
-1.0938,2014,Mar,Sweden,SWE
2.42752,2014,Apr,Sweden,SWE
7.10368,2014,May,Sweden,SWE
11.5333,2014,Jun,Sweden,SWE
17.0625,2014,Jul,Sweden,SWE
13.6754,2014,Aug,Sweden,SWE
9.34882,2014,Sep,Sweden,SWE
3.9999,2014,Oct,Sweden,SWE
-1.6477,2014,Nov,Sweden,SWE
-5.723,2014,Dec,Sweden,SWE
-7.6262,2015,Jan,Sweden,SWE
-5.5862,2015,Feb,Sweden,SWE
-1.0382,2015,Mar,Sweden,SWE
2.07592,2015,Apr,Sweden,SWE
6.10043,2015,May,Sweden,SWE
10.1219,2015,Jun,Sweden,SWE
12.7134,2015,Jul,Sweden,SWE
14.012,2015,Aug,Sweden,SWE
9.69008,2015,Sep,Sweden,SWE
3.52621,2015,Oct,Sweden,SWE
-0.6702,2015,Nov,Sweden,SWE
-3.3635,2015,Dec,Sweden,SWE
-11.617,2016,Jan,Sweden,SWE
-5.5792,2016,Feb,Sweden,SWE
-2.1491,2016,Mar,Sweden,SWE
1.70761,2016,Apr,Sweden,SWE
8.61873,2016,May,Sweden,SWE
12.1433,2016,Jun,Sweden,SWE
14.6804,2016,Jul,Sweden,SWE
12.2126,2016,Aug,Sweden,SWE
10.3422,2016,Sep,Sweden,SWE
2.80106,2016,Oct,Sweden,SWE
-3.7868,2016,Nov,Sweden,SWE
-4.1554,2016,Dec,Sweden,SWE
